"ID","Year","Age","AgeGroup","Weight","RTL","qPCRPlate","qPCRRow","Fecundity","Twinning","LambSex","LambSurvival","ReproIndex","ReproStatus"
3552,2002,6,2,22.2,1.56136740786578,41,"G",1,0,2,1,3,"3"
3552,2006,10,3,22.15,1.30276463563344,67,"C",1,0,1,1,3,"3"
3559,1999,3,2,19.2,1.62780879127393,71,"B",0,0,4,0,1,"1"
3559,2001,5,2,23.1,1.68691543389741,20,"D",0,0,4,0,1,"1"
3559,2002,6,2,24.2,2.12480771274405,42,"C",0,0,4,0,1,"1"
3559,2003,7,3,23.4,1.96738831278357,92,"C",1,0,2,1,3,"3"
3559,2004,8,3,23.7,1.78609295400733,25,"A",1,0,1,1,3,"3"
3563,1998,2,2,16.3,1.85390519918831,54,"C",1,0,2,1,3,"3"
3563,1999,3,2,20.6,2.08687984820483,74,"G",0,0,4,0,1,"1"
3563,2002,6,2,22.6,2.02579090593681,90,"B",1,0,1,1,3,"3"
3563,2003,7,3,22.6,1.82722514551828,70,"E",1,0,1,1,3,"3"
3563,2004,8,3,19.45,2.10314952094773,36,"G",1,0,1,1,3,"3"
3564,1998,2,2,17,2.01080934926422,59,"G",1,0,2,1,3,"3"
3564,1999,3,2,20.4,1.91082182704787,80,"C",1,0,2,1,3,"3"
3564,2000,4,2,22,2.07407757552242,25,"H",1,0,1,1,3,"3"
3564,2001,5,2,22.9,1.99673010707955,84,"B",1,0,1,1,3,"3"
3564,2003,7,3,23.4,1.85820201646234,66,"F",1,0,1,1,3,"3"
3564,2004,8,3,20.7,1.88090948572109,35,"H",1,0,2,1,3,"3"
3564,2005,9,3,20.7,1.66667791634806,28,"C",1,0,2,1,3,"3"
3564,2006,10,3,21,1.67951504013795,62,"F",1,0,2,1,3,"3"
3564,2007,11,3,20.1,1.90525096863599,6,"F",1,0,2,1,3,"3"
3564,2008,12,3,18.4,1.89683524235086,26,"C",1,0,2,1,3,"3"
3567,1998,2,2,18,1.91170861774962,91,"A",1,0,1,1,3,"3"
3567,1999,3,2,21.8,1.98826531210656,64,"G",1,0,1,1,3,"3"
3567,2001,5,2,19.9,1.89068408109907,84,"F",1,1,2,1,6,"3"
3567,2002,6,2,22.7,2.0156150172249,88,"D",1,0,1,1,3,"3"
3567,2003,7,3,22.35,2.09254330886761,92,"H",1,0,1,1,3,"3"
3567,2004,8,3,18.65,1.83905501426353,21,"G",1,1,2,1,6,"3"
3567,2005,9,3,20.2,1.70807840248325,39,"G",1,0,4,0,2,"2"
3567,2006,10,3,21.25,1.71044016953821,76,"G",0,0,4,0,1,"1"
3571,1999,3,2,25,1.91457231052326,82,"A",1,0,1,1,3,"3"
3571,2005,9,3,25.2,1.24549290300483,22,"D",1,0,1,1,3,"3"
3571,2007,11,3,23.7,1.41930160082862,5,"E",1,0,1,1,3,"3"
3577,1998,2,2,20.3,1.4915156159207,42,"G",1,0,2,1,3,"3"
3589,1998,2,2,18.1,1.70766058355051,91,"B",1,0,2,1,3,"3"
3589,1999,3,2,22.4,1.75514332493054,63,"G",1,0,1,1,3,"3"
3589,2000,4,2,22.2,1.39936068090855,38,"H",1,0,1,0,2,"2"
3589,2002,6,2,22.6,1.61719179453378,58,"C",1,0,1,1,3,"3"
3589,2003,7,3,22,1.49991663350067,69,"D",1,0,2,1,3,"3"
3589,2004,8,3,21.35,1.47466254125212,28,"C",1,0,1,1,3,"3"
3592,1998,2,2,18.7,1.89794435089657,56,"D",1,0,2,1,3,"3"
3592,2000,4,2,22.8,1.73290547043163,21,"A",1,0,2,1,3,"3"
3592,2002,6,2,23.7,1.88075631259534,90,"F",1,0,2,1,3,"3"
3607,1999,3,2,19.8,2.14474218208369,65,"H",1,0,2,1,3,"3"
3607,2001,5,2,19.7,1.62848964458867,17,"D",1,0,2,1,3,"3"
3607,2002,6,2,19.400002,1.87536352017767,90,"B",1,0,1,1,3,"3"
3607,2005,9,3,20.7,0.992408618530104,29,"B",1,0,2,1,3,"3"
3636,1999,2,2,23.7,1.74756265440112,61,"E",1,0,1,0,2,"2"
3636,2001,4,2,22.8,2.14327182703983,13,"B",1,0,1,1,3,"3"
3636,2003,6,2,22.2,2.08885650014811,92,"D",1,0,1,1,3,"3"
3636,2004,7,3,20.5,1.79853593397772,87,"E",1,0,1,1,3,"3"
3640,1998,1,1,16.3,1.70890309439243,48,"E",0,0,4,0,1,"1"
3641,1999,2,2,24.1,1.71810323583679,66,"C",1,0,1,0,2,"2"
3641,2000,3,2,25.4,1.83652343038565,32,"F",1,0,2,1,3,"3"
3641,2001,4,2,25.2,1.8729004899187,18,"A",1,0,1,1,3,"3"
3641,2004,7,3,25.8,2.1529838993903,86,"E",1,0,1,1,3,"3"
3641,2005,8,3,26.6,1.71281427166261,40,"B",1,1,4,0,4,"2"
3651,1998,1,1,18,1.44149903249156,55,"G",0,0,4,0,1,"1"
3651,1999,2,2,23.8,1.30737789487431,78,"F",0,0,4,0,1,"1"
3651,2004,7,3,24.55,1.07585942503193,31,"H",1,0,1,1,3,"3"
3659,1999,2,2,23.9,2.41437048276662,67,"E",1,0,1,1,3,"3"
3659,2000,3,2,24.2,2.08552860729836,23,"E",1,0,2,1,3,"3"
3659,2007,10,3,24.9,1.86615884403656,94,"D",1,0,1,0,2,"2"
3661,1998,1,1,16,1.79552911496599,60,"F",0,0,4,0,1,"1"
3662,1998,1,1,14.2,1.90010462098178,56,"H",0,0,4,0,1,"1"
3662,2002,5,2,20.400002,1.70542468054598,53,"E",1,0,2,1,3,"3"
3662,2004,7,3,19.3,1.86381713012312,85,"H",1,0,2,0,2,"2"
3662,2007,10,3,19.6,1.69278874493265,93,"D",1,0,2,0,2,"2"
3662,2008,11,3,17.8,1.73974771485534,87,"E",1,0,1,1,3,"3"
3677,1998,1,1,14.6,1.85780781246189,91,"G",1,0,1,0,2,"2"
3692,1998,1,1,13.7,1.71928788517724,42,"A",1,0,2,0,2,"2"
3692,2001,4,2,20,1.5673367953511,6,"D",1,1,3,1,6,"3"
3692,2003,6,2,23.2,1.74321167895936,71,"F",1,1,4,0,4,"2"
3704,1999,2,2,18.8,1.25588931528558,64,"H",1,0,1,1,3,"3"
3704,2001,4,2,19.8,2.18475972710907,81,"A",1,0,2,1,3,"3"
3704,2002,5,2,19.2,1.62279938677192,58,"A",1,0,2,1,3,"3"
3704,2003,6,2,21.65,1.53953374858644,76,"D",1,0,2,1,3,"3"
3705,1998,1,1,14.7,2.22670537044886,54,"B",0,0,4,0,1,"1"
3725,2000,3,2,24.8,1.3210696808454,26,"D",1,0,1,1,3,"3"
3725,2002,5,2,25.2,2.07975600286834,46,"A",1,1,1,1,5,"3"
3725,2005,8,3,24,1.47189738609689,81,"F",1,0,2,1,3,"3"
3727,1998,1,1,14.7,1.54624011943855,82,"G",0,0,4,0,1,"1"
3730,1998,1,1,14.5,2.09610734921794,91,"C",1,0,2,1,3,"3"
3734,2002,5,2,25,1.49877495494353,42,"H",1,0,2,1,3,"3"
3738,1998,1,1,18,1.90845232833077,54,"H",0,0,4,0,1,"1"
3738,1999,2,2,20.7,1.72132164907995,72,"C",1,0,1,1,3,"3"
3738,2000,3,2,22.4,2.30896354133888,31,"A",0,0,4,0,1,"1"
3738,2001,4,2,23.3,1.98835304623389,93,"F",1,0,1,1,3,"3"
3738,2002,5,2,22.2,1.97245138788598,60,"E",1,0,2,0,2,"2"
3738,2004,7,3,21.75,2.39364328548039,22,"D",1,0,2,1,3,"3"
3740,1998,1,1,13.7,1.69771997439446,54,"G",0,0,4,0,1,"1"
3759,1999,2,2,19.9,1.35509109373967,69,"G",1,0,2,1,3,"3"
3759,2000,3,2,20.6,1.63958466957688,22,"E",1,0,1,1,3,"3"
3762,2000,3,2,22,1.77270004899079,35,"C",1,0,2,1,3,"3"
3762,2002,5,2,21.2,1.68377948840431,56,"B",1,0,1,1,3,"3"
3762,2004,7,3,21,1.52611887304991,33,"C",1,0,1,1,3,"3"
3771,2001,4,2,21.6,1.7551348418557,94,"E",1,0,1,1,3,"3"
3771,2003,6,2,23.1,1.93916653091245,74,"B",1,1,2,1,6,"3"
3782,1999,2,2,19.8,1.67991910416369,79,"B",1,0,2,0,2,"2"
3782,2000,3,2,21.8,1.75598429070535,22,"D",1,0,1,1,3,"3"
3782,2003,6,2,22.3,2.07923083145278,63,"F",1,0,1,1,3,"3"
3796,2004,7,3,24.4,1.64561023989414,87,"F",1,0,1,1,3,"3"
3796,2005,8,3,24.65,1.37999630103359,26,"C",1,0,1,1,3,"3"
3796,2007,10,3,24.8,1.70474994577141,8,"E",1,0,2,0,2,"2"
3820,1998,1,1,13.4,1.72909446809585,60,"H",0,0,4,0,1,"1"
3881,1999,1,1,19.2,1.80840534588623,77,"A",0,0,4,0,1,"1"
3885,1999,1,1,18.5,1.46658539374837,76,"E",1,0,2,0,2,"2"
3885,2003,5,2,23.95,1.92908381131221,72,"F",1,0,1,1,3,"3"
3945,1999,1,1,18,1.82374913485564,66,"E",0,0,4,0,1,"1"
3954,1999,1,1,12.5,1.60726172521389,66,"D",0,0,4,0,1,"1"
3954,2000,2,2,19.8,1.59164110725346,25,"F",1,0,1,1,3,"3"
3954,2001,3,2,22.1,1.88201265403398,2,"H",1,0,1,1,3,"3"
3968,1999,1,1,13,2.11587354506645,75,"D",0,0,4,0,1,"1"
3968,2000,2,2,22.2,1.61004604901982,33,"E",1,0,1,1,3,"3"
3968,2001,3,2,21.4,1.34828498161891,1,"D",1,0,2,1,3,"3"
4004,1999,1,1,17.9,1.99440404119709,67,"D",1,0,1,0,2,"2"
4004,2003,5,2,24,2.24733440771993,67,"D",1,0,1,1,3,"3"
4004,2006,8,3,23.3,1.82149484562947,64,"D",1,0,2,1,3,"3"
4004,2009,11,3,22.6,1.94179575840272,14,"F",1,1,3,1,5,"3"
4008,2002,4,2,20.1,1.81317585565157,88,"H",1,0,2,1,3,"3"
4008,2004,6,2,20.2,2.06355417723516,28,"B",1,0,1,1,3,"3"
4051,1999,1,1,14.3,2.03413485219618,67,"B",0,0,4,0,1,"1"
4051,2000,2,2,17.2,1.94690204028863,38,"H",1,0,2,1,3,"3"
4051,2002,4,2,18.400002,1.17695311602081,82,"F",1,0,1,1,3,"3"
4051,2003,5,2,20.15,1.8062585613193,74,"A",1,0,1,1,3,"3"
4051,2005,7,3,16.2,1.84420563561829,33,"A",1,0,1,1,3,"3"
4051,2006,8,3,15.85,1.96444582209422,79,"D",1,0,2,1,3,"3"
4068,1999,1,1,17.9,1.70618345533985,61,"A",0,0,4,0,1,"1"
4068,2002,4,2,26.2,1.19953975739478,90,"C",1,0,1,0,2,"2"
4068,2003,5,2,26.75,1.76988017316849,79,"C",1,0,2,0,2,"2"
4103,1998,1,1,18.2,2.09857175327253,60,"B",0,0,4,0,1,"1"
4103,2002,5,2,25.400002,1.99651249337034,41,"H",1,1,1,1,6,"3"
4103,2004,7,3,25.2,1.77609053834961,32,"E",1,1,3,1,6,"3"
4104,1998,1,1,16.8,1.51420660870333,53,"D",0,0,4,0,1,"1"
4120,1999,1,1,16.8,1.86679237493795,78,"D",0,0,4,0,1,"1"
4120,2000,2,2,21.2,1.86787171697948,32,"H",0,0,4,0,1,"1"
4121,1999,1,1,20.1,1.54886035292648,78,"H",1,0,1,1,3,"3"
4151,2000,1,1,18,1.75126627709191,39,"B",1,0,1,0,2,"2"
4153,2001,2,2,21.2,1.63806640577914,84,"F",1,0,2,1,3,"3"
4155,2004,5,2,24.6,1.40825180301527,35,"G",1,0,1,1,3,"3"
4155,2005,6,2,24.35,1.30021193348623,21,"H",1,1,3,0,4,"2"
4157,2000,1,1,17.2,2.02143743163233,33,"G",0,0,4,0,1,"1"
4157,2001,2,2,20.2,1.89330667274296,15,"C",1,0,1,0,2,"2"
4157,2003,4,2,25.6,1.66199075831348,70,"E",1,0,2,0,2,"2"
4158,2000,1,1,16.6,1.97801611172176,87,"D",0,0,4,0,1,"1"
4158,2001,2,2,18.4,1.98388729455001,15,"E",1,0,2,1,3,"3"
4161,2000,1,1,16.2,1.79553992931886,31,"H",1,0,1,0,2,"2"
4161,2001,2,2,17.9,1.62796002977738,95,"D",1,0,2,1,3,"3"
4161,2003,4,2,22.2,1.69123490282694,91,"D",1,0,2,1,3,"3"
4166,2005,6,2,22.1,1.74487349591154,23,"H",1,0,1,1,3,"3"
4169,2001,2,2,21,1.56740535680542,2,"D",1,0,1,1,3,"3"
4169,2004,5,2,23,1.40015062829003,22,"F",1,0,2,1,3,"3"
4170,2000,1,1,19.2,1.66524866505232,86,"G",1,0,1,1,3,"3"
4170,2002,3,2,21.900002,1.52651023609511,56,"F",0,0,4,0,1,"1"
4170,2003,4,2,24.7,1.95289952432666,93,"B",1,0,1,1,3,"3"
4183,2000,1,1,18,1.94574116183534,36,"H",1,0,1,0,2,"2"
4184,2002,3,2,22.1,1.84523592771592,46,"H",1,0,2,1,3,"3"
4184,2003,4,2,23.15,1.60795636690864,76,"C",1,0,1,1,3,"3"
4184,2004,5,2,20.45,1.52867002676851,23,"E",1,0,1,1,3,"3"
4187,2001,2,2,20.3,1.401539522971,94,"C",1,1,3,0,4,"2"
4190,2003,4,2,26.15,1.45830852779415,79,"C",1,0,1,1,3,"3"
4190,2009,10,3,23,2.10516536362912,94,"D",1,0,1,1,3,"3"
4193,2001,2,2,21.8,1.83798403841362,83,"F",1,0,1,1,3,"3"
4193,2002,3,2,25.400002,1.85179335971347,58,"E",1,0,2,1,3,"3"
4193,2003,4,2,27.7,1.81081016551213,92,"H",1,0,1,1,3,"3"
4193,2004,5,2,26.8,2.15911482038661,29,"A",1,0,1,1,3,"3"
4193,2005,6,2,25.55,1.82853025183349,34,"A",1,0,2,1,3,"3"
4193,2006,7,3,27.8,2.00164714612814,70,"D",1,1,3,1,5,"3"
4193,2007,8,3,25.8,1.52211776180292,4,"C",1,0,2,0,2,"2"
4193,2008,9,3,27.6,1.60613940540646,26,"G",0,0,4,0,1,"1"
4193,2009,10,3,26.9,1.87307795746037,85,"B",0,0,4,0,1,"1"
4193,2010,11,3,25.5,1.69886334530532,54,"H",0,0,4,0,1,"1"
4193,2012,13,3,23.5,1.40789867076922,18,"A",0,0,4,0,1,"1"
4195,2000,1,1,16.8,1.45063172971947,23,"F",1,0,1,0,2,"2"
4195,2003,4,2,23.45,1.46210162023812,68,"F",1,1,3,1,6,"3"
4212,2001,2,2,19.7,1.88642822269063,2,"C",1,0,1,1,3,"3"
4217,2000,1,1,21,1.94277737698247,25,"E",1,0,1,1,3,"3"
4217,2001,2,2,22.1,2.26027726478529,93,"E",1,0,1,1,3,"3"
4217,2002,3,2,26.800001,1.93815738086584,89,"F",1,1,1,0,4,"2"
4217,2003,4,2,29.7,1.84333145272232,92,"E",0,0,4,0,1,"1"
4217,2004,5,2,27,2.60203307177287,22,"A",1,1,3,1,6,"3"
4217,2005,6,2,26.75,1.92552310447083,39,"G",1,0,2,1,3,"3"
4220,2000,1,1,17.4,1.82094805753597,23,"H",0,0,4,0,1,"1"
4220,2001,2,2,19.1,1.71235743971824,5,"F",1,0,2,1,3,"3"
4223,2002,3,2,23.6,1.71182005045972,91,"G",1,0,2,1,3,"3"
4223,2005,6,2,25.8,1.91223894989237,25,"E",1,0,2,1,3,"3"
4223,2006,7,3,24.45,1.86982762928522,61,"E",1,0,1,1,3,"3"
4226,2002,3,2,26.2,1.73123996430256,45,"B",1,0,2,1,3,"3"
4226,2003,4,2,26.35,1.8769389495453,78,"C",1,0,1,1,3,"3"
4227,2000,1,1,15.8,1.67758609394012,31,"E",0,0,4,0,1,"1"
4227,2001,2,2,21.3,1.54648141417862,12,"E",1,0,2,1,3,"3"
4232,2000,1,1,15.2,1.94025370730035,21,"C",1,0,2,0,2,"2"
4232,2001,2,2,17.9,1.81441765019107,9,"F",1,0,2,1,3,"3"
4238,2001,2,2,19.3,1.95027041254816,20,"A",1,0,2,1,3,"3"
4238,2002,3,2,20.7,1.85651118423793,52,"A",1,0,2,0,2,"2"
4238,2009,10,3,19.9,1.79475589548817,81,"D",1,0,2,1,3,"3"
4239,2000,1,1,17.2,1.72769659073153,86,"E",1,0,2,1,3,"3"
4240,2001,2,2,20.1,1.80286989950283,9,"C",0,0,4,0,1,"1"
4241,2001,2,2,21.6,1.73286697608171,83,"F",1,0,1,1,3,"3"
4241,2004,5,2,24.6,1.39778439423421,87,"A",1,0,1,1,3,"3"
4241,2007,8,3,24.2,1.58296508746604,1,"H",1,0,2,1,3,"3"
4242,2001,2,2,21.8,1.69400958329701,84,"C",1,0,1,1,3,"3"
4243,2000,1,1,19.8,1.78011801984149,34,"H",1,0,1,0,2,"2"
4243,2001,2,2,21.5,1.75421016814037,2,"E",1,0,1,1,3,"3"
4244,2000,1,1,19.6,1.51354742504932,39,"G",0,0,4,0,1,"1"
4244,2003,4,2,23.8,1.68139238646801,72,"D",1,1,2,1,6,"3"
4250,2001,2,2,17.2,1.77593843197849,15,"B",1,0,1,1,3,"3"
4255,2001,2,2,21,1.98939629490703,83,"E",0,0,4,0,1,"1"
4255,2002,3,2,22.300001,1.69215562797409,46,"G",1,0,2,1,3,"3"
4256,2000,1,1,18.2,2.07068441522565,23,"A",1,0,2,0,2,"2"
4256,2001,2,2,21.1,1.6057149894943,93,"G",1,0,1,1,3,"3"
4257,2003,4,2,26.55,1.99165116868839,68,"E",1,0,1,1,3,"3"
4258,2000,1,1,17,2.11526627170278,24,"C",0,0,4,0,1,"1"
4258,2001,2,2,24.4,1.68554134333641,5,"H",0,0,4,0,1,"1"
4258,2002,3,2,24.2,1.79375269485258,60,"A",1,1,3,0,4,"2"
4258,2003,4,2,23.9,2.05330255104501,78,"C",1,0,1,1,3,"3"
4258,2004,5,2,23.45,1.60275990044593,34,"E",1,1,2,1,5,"3"
4258,2005,6,2,25.1,1.88882902372251,22,"E",1,1,3,0,4,"2"
4258,2007,8,3,23.8,1.61524579874582,11,"D",1,0,1,0,2,"2"
4258,2008,9,3,24.9,1.70081399830351,29,"C",1,1,3,0,4,"2"
4258,2009,10,3,25.1,1.05061892137897,16,"D",1,0,2,1,3,"3"
4259,2002,3,2,20,1.94013155560062,55,"H",1,0,2,1,3,"3"
4259,2003,4,2,20.55,1.62285106121599,68,"C",1,0,2,1,3,"3"
4261,2000,1,1,14.4,1.5689201594935,32,"G",1,0,2,0,2,"2"
4261,2001,2,2,17.6,1.48378340510044,15,"H",1,0,1,1,3,"3"
4266,2001,2,2,22.7,1.37912088930195,17,"F",1,0,1,1,3,"3"
4309,2001,2,2,20.6,2.29543894526503,11,"F",1,0,2,1,3,"3"
4310,2002,3,2,20,1.89879345143924,51,"C",1,0,1,1,3,"3"
4313,2002,3,2,21.400002,2.23867622883665,89,"D",1,0,1,1,3,"3"
4313,2008,9,3,22.9,2.05912991045005,38,"E",0,0,4,0,1,"1"
4313,2009,10,3,24,1.83927770248813,85,"E",0,0,4,0,1,"1"
4314,2001,2,2,15.7,1.81232662734818,7,"F",1,0,1,1,3,"3"
4314,2003,4,2,19.65,2.11591993896947,69,"B",1,0,2,1,3,"3"
4316,2001,2,2,21.5,1.83553680106787,85,"B",0,0,4,0,1,"1"
4316,2002,3,2,22.7,2.0578516157491,82,"F",0,0,4,0,1,"1"
4316,2004,5,2,19.1,1.87639933475796,21,"A",1,0,4,1,3,"3"
4316,2007,8,3,18.7,1.60397318131134,18,"H",0,0,4,0,1,"1"
4316,2008,9,3,21.3,1.66844068234043,25,"D",1,0,2,1,3,"3"
4316,2009,10,3,20,1.87242245905191,15,"E",1,0,1,1,3,"3"
4317,2000,1,1,20.6,2.53372873643796,40,"D",1,0,2,1,3,"3"
4317,2002,3,2,23.7,2.22754229453536,89,"A",1,0,2,1,3,"3"
4322,1999,3,2,20.7,1.93650507864072,72,"E",1,0,1,1,3,"3"
4333,2001,1,1,9.4,1.37840644419006,16,"C",0,0,4,0,1,"1"
4334,2001,1,1,13.9,1.898264359924,94,"B",0,0,4,0,1,"1"
4335,2003,3,2,21.35,2.12415691304276,92,"C",1,0,1,1,3,"3"
4335,2004,4,2,21.3,1.45810447854081,21,"E",1,0,2,1,3,"3"
4335,2007,7,3,22.4,1.63141746575406,83,"H",1,0,2,1,3,"3"
4335,2008,8,3,21.8,1.40681434251382,35,"A",1,0,1,1,3,"3"
4346,2002,2,2,18.6,1.99101624214755,55,"G",1,0,4,0,2,"2"
4346,2003,3,2,20.3,2.08785303574083,92,"A",1,0,2,1,3,"3"
4346,2004,4,2,19,1.50177156273441,36,"G",1,0,1,1,3,"3"
4346,2005,5,2,20.7,1.90374586876149,30,"A",1,0,2,1,3,"3"
4347,2001,1,1,13.1,1.63435404178943,4,"G",0,0,4,0,1,"1"
4359,2001,1,1,18,1.69396488953888,14,"E",1,1,4,0,4,"2"
4359,2002,2,2,21.7,1.63424284125597,49,"H",1,0,2,0,2,"2"
4359,2003,3,2,23.95,2.04954804704191,74,"E",1,0,1,1,3,"3"
4359,2004,4,2,25,1.85830245784756,87,"F",1,0,2,0,2,"2"
4359,2006,6,2,23.35,1.92074090524177,65,"D",1,0,2,1,3,"3"
4359,2007,7,3,23.8,2.00134710784642,84,"D",1,0,1,1,3,"3"
4359,2008,8,3,22.7,2.1808890157039,23,"H",1,0,1,1,3,"3"
4359,2009,9,3,23.5,1.88216240885676,84,"C",1,0,2,1,3,"3"
4361,2001,1,1,17.5,2.03677486963532,9,"B",0,0,4,0,1,"1"
4361,2007,7,3,24.2,1.83689452495028,12,"C",1,1,3,1,6,"3"
4361,2008,8,3,24.5,2.19996159982774,22,"D",1,0,1,1,3,"3"
4361,2011,11,3,24,1.65677596342347,79,"C",1,0,2,1,3,"3"
4366,2001,1,1,18.1,1.61846024328731,17,"C",1,0,1,1,3,"3"
4376,2001,1,1,13.9,2.4722994953672,83,"D",0,0,4,0,1,"1"
4378,2003,3,2,24.3,1.72865026364473,82,"G",1,0,2,1,3,"3"
4378,2004,4,2,23.6,1.81079372926123,33,"E",1,0,1,1,3,"3"
4380,2001,1,1,13.9,1.87912804574938,18,"E",1,0,1,1,3,"3"
4385,2002,2,2,22.6,1.93277272989926,54,"B",1,0,2,0,2,"2"
4385,2003,3,2,20.8,1.74009824331515,79,"D",1,0,2,1,3,"3"
4386,2001,1,1,16.3,1.98024694776175,95,"A",0,0,4,0,1,"1"
4386,2002,2,2,19.800001,2.09738080076336,47,"C",1,0,2,1,3,"3"
4386,2003,3,2,22.05,2.19078256352,70,"A",1,0,1,1,3,"3"
4386,2004,4,2,21.15,2.10153288715145,22,"C",1,1,2,1,6,"3"
4386,2005,5,2,20.8,2.01832767239093,36,"B",1,0,1,1,3,"3"
4386,2006,6,2,21.2,1.58485882236165,63,"E",1,1,2,1,6,"3"
4395,2001,1,1,17.6,1.80255800073306,18,"A",1,0,2,1,3,"3"
4395,2003,3,2,25.45,2.1246723556651,74,"H",1,0,1,1,3,"3"
4395,2004,4,2,23.7,2.32775248387988,34,"F",1,0,1,1,3,"3"
4395,2005,5,2,26.6,2.08460792204014,25,"B",1,0,2,0,2,"2"
4395,2006,6,2,24.1,1.70005851382431,74,"E",1,1,3,1,6,"3"
4395,2007,7,3,25.1,2.18031659426625,3,"B",1,0,1,1,3,"3"
4395,2008,8,3,22.4,1.59552435775877,31,"E",1,1,3,1,6,"3"
4395,2009,9,3,22.5,1.97917450160954,94,"D",1,0,2,1,3,"3"
4395,2010,10,3,23.2,1.9189738990907,60,"E",1,1,1,0,4,"2"
4396,2002,2,2,23.900002,1.96822199798805,91,"E",1,0,2,1,3,"3"
4396,2003,3,2,25.1,1.6890949522002,75,"F",1,0,2,1,3,"3"
4398,2003,3,2,26.15,2.51663843704647,65,"B",0,0,4,0,1,"1"
4398,2004,4,2,27.8,2.05957203333438,38,"C",0,0,4,0,1,"1"
4398,2007,7,3,27.4,1.29609849534663,16,"D",0,0,4,0,1,"1"
4398,2009,9,3,27.8,1.68821876718999,19,"B",0,0,4,0,1,"1"
4399,2002,2,2,23,1.83413032630856,45,"E",0,0,4,0,1,"1"
4399,2008,8,3,24.7,1.63235159976011,32,"B",1,1,3,1,6,"3"
4402,2001,1,1,16.2,1.72385967372668,10,"B",0,0,4,0,1,"1"
4404,2002,2,2,20.800001,1.66959581769727,90,"B",1,0,1,1,3,"3"
4404,2007,7,3,22.5,1.49594903140972,14,"G",1,0,2,1,3,"3"
4407,2001,1,1,16.6,1.56435435305848,14,"G",0,0,4,0,1,"1"
4407,2002,2,2,23.6,2.48716658794428,49,"G",1,0,1,1,3,"3"
4407,2003,3,2,22.8,2.09703642871524,74,"D",1,0,2,1,3,"3"
4407,2004,4,2,21.55,2.06597699674566,34,"F",1,0,2,1,3,"3"
4407,2005,5,2,22.6,1.96054795957954,30,"D",1,0,2,1,3,"3"
4407,2006,6,2,23,2.15366059283621,69,"F",1,0,2,1,3,"3"
4407,2007,7,3,23.2,2.27813618225627,13,"B",1,0,2,1,3,"3"
4407,2008,8,3,22.2,2.07950905794628,37,"D",1,0,1,1,3,"3"
4407,2009,9,3,22.9,1.99154405720117,83,"C",1,0,1,1,3,"3"
4407,2010,10,3,19.6,2.29338414214053,57,"A",1,0,2,1,3,"3"
4410,2002,2,2,18.400002,2.28359616419027,42,"B",1,0,1,1,3,"3"
4410,2003,3,2,21.4,2.02079209699233,62,"B",1,0,1,1,3,"3"
4410,2004,4,2,23.55,2.71745298454996,96,"F",1,0,2,1,3,"3"
4410,2006,6,2,22,1.82759316255298,65,"G",1,0,1,1,3,"3"
4410,2007,7,3,23.9,2.05900550731004,15,"G",1,1,3,1,5,"3"
4410,2008,8,3,24,2.52721189471517,21,"A",1,0,1,1,3,"3"
4410,2009,9,3,22.8,1.80751689974277,8,"G",1,0,1,1,3,"3"
4410,2010,10,3,22.6,2.03892755704449,48,"D",1,0,1,1,3,"3"
4412,2001,1,1,19.6,1.69347502799165,85,"A",0,0,4,0,1,"1"
4420,2003,3,2,22.35,1.78304608647942,62,"A",1,0,2,1,3,"3"
4420,2004,4,2,21.15,1.67601457655333,33,"G",1,0,2,1,3,"3"
4420,2006,6,2,21.1,1.82827670119712,62,"C",1,0,2,1,3,"3"
4420,2008,8,3,21.1,1.51906465705009,22,"F",1,0,2,1,3,"3"
4429,2001,1,1,18.4,1.67096904869427,18,"D",0,0,4,0,1,"1"
4432,2003,3,2,23.55,2.0889063995663,91,"C",1,0,1,1,3,"3"
4432,2005,5,2,22.7,1.25528836269145,40,"D",1,0,2,1,3,"3"
4438,2001,1,1,13.9,1.82904649188487,19,"A",0,0,4,0,1,"1"
4441,2001,1,1,16.3,2.08440630266239,15,"B",1,0,1,1,3,"3"
4449,2001,1,1,17.1,1.8237580524867,12,"G",1,0,2,1,3,"3"
4453,2001,1,1,19.4,1.55887643336176,20,"A",0,0,4,0,1,"1"
4454,2001,1,1,19.9,2.32895954555142,94,"F",0,0,4,0,1,"1"
4454,2002,2,2,24,1.98884300742555,55,"G",1,0,2,0,2,"2"
4454,2004,4,2,24.6,2.24627099102476,27,"A",1,1,3,1,6,"3"
4454,2005,5,2,25.65,1.95579958881406,36,"A",1,0,2,1,3,"3"
4454,2006,6,2,25.7,2.10059079926791,62,"C",1,0,2,1,3,"3"
4454,2007,7,3,26.2,1.94399940106904,3,"E",1,1,3,1,5,"3"
4454,2008,8,3,27.5,1.80369351895632,40,"E",1,0,1,1,3,"3"
4454,2009,9,3,28.2,1.81252194213115,19,"B",0,0,4,0,1,"1"
4454,2010,10,3,28.7,1.9750615333005,57,"E",0,0,4,0,1,"1"
4456,2003,3,2,20.15,1.85079356706419,92,"H",1,0,1,1,3,"3"
4456,2005,5,2,21.55,1.13923114022521,33,"E",1,0,2,1,3,"3"
4456,2007,7,3,20.5,2.05425467801681,93,"D",1,1,3,1,5,"3"
4458,2001,1,1,15.5,1.55377885870314,7,"C",1,0,2,0,2,"2"
